,publishing_day,publishing_hour,days_to_trending,title_length,category_name
28629,Sun,15,6,28,Howto & Style
28630,Tue,12,4,57,Entertainment
28631,Sun,0,6,50,Howto & Style
28632,Mon,16,5,32,Music
28633,Sat,21,7,38,Entertainment
28634,Sat,16,7,45,Entertainment
28635,Sun,14,6,41,Autos & Vehicles
28636,Sat,20,7,34,People & Blogs
28637,Sat,20,7,63,Science & Technology
28638,Sun,3,6,73,Sports
28639,Sat,14,7,48,Science & Technology
28640,Fri,18,8,59,Entertainment
28641,Fri,19,8,30,Comedy
28642,Sat,17,7,66,Education
28643,Sat,17,7,49,Howto & Style
28644,Fri,20,8,46,Entertainment
28645,Fri,13,8,41,Music
28646,Fri,14,8,51,Music
28647,Fri,4,8,80,Comedy
28648,Fri,21,8,73,Entertainment
28649,Fri,4,8,48,Music
28650,Fri,13,8,64,Film & Animation
28651,Fri,17,8,51,Howto & Style
28652,Fri,11,8,29,Pets & Animals
28653,Fri,19,8,38,News & Politics
28654,Thu,18,9,84,Film & Animation
28655,Fri,15,8,35,People & Blogs
28656,Thu,22,9,96,Howto & Style
28657,Thu,16,9,34,Science & Technology
28658,Thu,15,9,60,Howto & Style
28659,Fri,12,8,35,Music
28660,Thu,11,9,27,Comedy
28661,Thu,16,9,44,Music
28662,Thu,16,9,39,Film & Animation
28663,Wed,23,10,39,News & Politics
28664,Thu,7,9,66,Entertainment
28665,Fri,0,8,71,Entertainment
28666,Thu,15,9,56,Music
28667,Wed,16,10,50,Comedy
28668,Wed,21,10,25,Film & Animation
28669,Wed,23,10,42,Comedy
28670,Wed,18,10,40,People & Blogs
28671,Wed,18,10,35,Comedy
28672,Wed,21,10,32,Comedy
28673,Wed,10,10,36,People & Blogs
28674,Wed,22,10,52,Howto & Style
28675,Wed,5,10,79,News & Politics
28676,Thu,1,9,36,Howto & Style
28677,Wed,1,10,36,Film & Animation
28678,Wed,6,10,49,People & Blogs
28679,Thu,0,9,25,People & Blogs
28680,Wed,9,10,23,Music
28681,Wed,0,10,73,Howto & Style
28682,Mon,22,12,15,Comedy
28683,Tue,16,11,41,Music
28684,Wed,12,10,34,Science & Technology
28685,Tue,13,11,59,Film & Animation
28686,Tue,16,11,37,Entertainment
28687,Mon,14,12,37,Music
28688,Mon,21,12,41,People & Blogs
28689,Mon,16,12,69,Entertainment
28690,Tue,3,11,77,Sports
28691,Mon,19,12,43,Music
28692,Mon,17,12,69,Comedy
28693,Mon,13,12,38,Education
28694,Sun,20,13,25,Howto & Style
28695,Mon,3,12,72,Entertainment
28696,Sun,22,13,55,Entertainment
28697,Sat,23,14,64,News & Politics
28698,Sun,14,13,27,Entertainment
28699,Sun,22,13,43,Howto & Style
28700,Mon,12,12,42,Autos & Vehicles
28701,Sun,16,13,51,Music
28702,Sat,18,14,63,People & Blogs
28703,Sun,14,13,55,Entertainment
28704,Fri,18,15,25,Film & Animation
28705,Sat,20,14,59,Sports
28706,Sat,13,14,71,Entertainment
28707,Sat,17,14,37,Howto & Style
28708,Sat,16,14,59,Education
28709,Fri,3,15,46,Music
28710,Mon,18,19,36,Music
28711,Sat,7,14,67,Music
28712,Fri,15,15,31,Entertainment
28713,Fri,19,15,36,Entertainment
28714,Fri,0,15,40,Entertainment
28715,Fri,4,15,70,Music
28716,Fri,14,15,26,Music
28717,Fri,5,15,43,Sports
28718,Fri,18,15,44,Howto & Style
28719,Thu,12,16,96,Entertainment
28720,Thu,18,16,30,Entertainment
28721,Thu,23,16,29,Music
28722,Thu,22,16,57,Howto & Style
28723,Thu,19,16,38,People & Blogs
28724,Thu,20,16,44,Science & Technology
28725,Fri,0,15,61,Entertainment
28726,Thu,20,16,41,Entertainment
28727,Thu,14,16,47,Music
28728,Thu,16,16,51,Entertainment
28729,Fri,4,15,53,Music
28730,Fri,4,15,55,Music
28731,Thu,15,16,46,Autos & Vehicles
28732,Thu,4,16,36,Music
28733,Thu,15,16,64,Entertainment
28734,Thu,12,16,28,People & Blogs
28735,Wed,17,17,77,Entertainment
28736,Wed,22,17,34,Entertainment
28737,Wed,23,17,23,Gaming
28738,Tue,15,18,75,Film & Animation
28739,Tue,16,18,22,Gaming
28740,Tue,22,18,21,Comedy
28741,Wed,10,17,62,Sports
28742,Tue,1,18,76,Entertainment
28743,Tue,13,18,52,Music
28744,Tue,16,18,50,Music
28745,Tue,16,18,73,Entertainment
28746,Mon,19,19,81,Entertainment
28747,Tue,16,18,49,Entertainment
28748,Tue,17,18,36,Comedy
28749,Tue,16,18,46,Howto & Style
28750,Sat,22,1,70,Comedy
28752,Sat,15,1,95,Sports
28753,Sat,5,1,35,Music
28754,Fri,12,2,30,Film & Animation
28755,Fri,23,2,47,Entertainment
28756,Sat,13,1,49,Entertainment
28757,Sat,1,1,48,News & Politics
28758,Fri,5,2,69,Music
28759,Fri,16,2,89,Entertainment
28760,Fri,14,2,37,Music
28761,Thu,16,3,46,Music
28762,Fri,15,2,58,Entertainment
28763,Sat,21,1,42,Comedy
28764,Fri,14,2,28,Howto & Style
28765,Fri,20,2,36,People & Blogs
28766,Fri,12,2,59,People & Blogs
28767,Sat,0,1,90,Sports
28768,Fri,13,2,39,Entertainment
28769,Fri,8,2,58,People & Blogs
28770,Thu,16,3,33,Entertainment
28771,Thu,12,3,30,Music
28772,Fri,21,2,37,People & Blogs
28773,Fri,14,2,29,Education
28774,Fri,19,2,35,Music
28775,Thu,15,3,41,Music
28776,Fri,12,2,13,Pets & Animals
28777,Thu,15,3,37,Education
28778,Thu,10,3,72,Comedy
28779,Thu,7,3,44,Sports
28780,Thu,19,3,26,People & Blogs
28781,Thu,21,3,56,Shows
28782,Fri,16,2,43,Science & Technology
28783,Fri,4,2,56,Music
28784,Thu,20,3,62,Science & Technology
28785,Thu,15,3,62,Entertainment
28786,Thu,13,3,42,News & Politics
28787,Fri,0,2,44,Sports
28788,Thu,12,3,27,Science & Technology
28789,Thu,12,3,34,Education
28790,Thu,21,3,34,Comedy
28791,Wed,21,4,100,Sports
28792,Thu,16,3,30,People & Blogs
28793,Wed,19,4,70,Entertainment
28794,Wed,18,4,23,Entertainment
28795,Thu,15,3,59,Howto & Style
28796,Tue,15,5,88,Entertainment
28797,Thu,4,3,37,Comedy
28798,Wed,13,4,88,Music
28799,Wed,22,4,20,Howto & Style
28800,Wed,10,4,52,Music
28801,Wed,7,4,48,People & Blogs
28802,Wed,16,4,59,Entertainment
28803,Tue,16,5,37,Music
28804,Thu,0,3,26,People & Blogs
28805,Tue,15,5,53,Film & Animation
28806,Tue,13,5,58,Music
28807,Thu,0,3,74,News & Politics
28808,Tue,17,5,38,Film & Animation
28809,Wed,18,4,55,Howto & Style
28810,Wed,15,4,19,Science & Technology
28811,Tue,17,5,45,Gaming
28812,Wed,10,4,71,Entertainment
28813,Wed,5,4,40,Sports
28814,Mon,20,6,9,Film & Animation
28815,Mon,21,6,35,Sports
28816,Tue,1,5,26,Entertainment
28817,Tue,3,5,62,Sports
28818,Mon,21,6,51,Howto & Style
28819,Tue,19,5,58,Entertainment
28820,Mon,0,6,40,Entertainment
28821,Mon,8,6,23,Music
28822,Mon,13,6,48,Education
28823,Mon,17,6,47,Comedy
28824,Mon,16,6,31,Comedy
28825,Tue,18,5,57,Travel & Events
28826,Mon,10,6,29,Entertainment
28827,Mon,14,6,85,Entertainment
28828,Mon,14,6,22,Science & Technology
28829,Sun,18,7,52,Film & Animation
28830,Mon,17,6,41,Howto & Style
28831,Mon,1,6,82,Entertainment
28832,Sun,22,7,32,Howto & Style
28833,Mon,14,6,96,Howto & Style
28834,Mon,0,6,70,Howto & Style
28835,Sun,21,7,33,Science & Technology
28836,Sun,17,7,57,Howto & Style
28837,Sat,2,8,21,Music
28838,Sun,12,7,53,Education
28839,Sun,9,7,59,People & Blogs
28840,Mon,15,6,43,Education
28841,Sun,14,7,58,Entertainment
28842,Sun,13,7,39,Entertainment
28843,Sun,23,7,33,People & Blogs
28844,Sun,0,7,50,Howto & Style
28845,Tue,12,5,57,Entertainment
28846,Mon,16,6,32,Music
28847,Sat,16,8,45,Entertainment
28848,Sat,21,8,38,Entertainment
28849,Sun,14,7,41,Autos & Vehicles
28850,Sat,20,8,34,People & Blogs
28851,Sat,20,8,65,Science & Technology
28852,Sun,3,7,73,Sports
28853,Sat,14,8,48,Science & Technology
28854,Fri,18,9,59,Entertainment
28855,Fri,19,9,30,Comedy
28856,Sat,17,8,66,Education
28857,Sat,17,8,49,Howto & Style
28858,Fri,20,9,46,Entertainment
28859,Fri,13,9,41,Music
28860,Fri,14,9,51,Music
28861,Fri,4,9,80,Comedy
28862,Fri,4,9,48,Music
28863,Fri,21,9,73,Entertainment
28864,Fri,13,9,64,Film & Animation
28865,Fri,17,9,51,Howto & Style
28866,Fri,11,9,29,Pets & Animals
28867,Fri,19,9,38,News & Politics
28868,Thu,18,10,84,Film & Animation
28869,Fri,15,9,35,People & Blogs
28870,Thu,22,10,96,Howto & Style
28871,Thu,16,10,34,Science & Technology
28872,Thu,15,10,60,Howto & Style
28873,Thu,11,10,27,Comedy
28874,Thu,16,10,44,Music
28875,Thu,16,10,39,Film & Animation
28876,Wed,23,11,39,News & Politics
28877,Thu,7,10,66,Entertainment
28878,Fri,0,9,71,Entertainment
28879,Thu,15,10,56,Music
28880,Wed,16,11,50,Comedy
28881,Wed,21,11,25,Film & Animation
28882,Wed,23,11,42,Comedy
28883,Wed,18,11,40,People & Blogs
28884,Wed,18,11,35,Comedy
28885,Wed,21,11,32,Comedy
28886,Wed,10,11,36,People & Blogs
28887,Wed,22,11,52,Howto & Style
28888,Wed,5,11,79,News & Politics
28889,Thu,1,10,36,Howto & Style
28890,Wed,1,11,36,Film & Animation
28891,Wed,6,11,49,People & Blogs
28892,Thu,0,10,25,People & Blogs
28893,Wed,9,11,23,Music
28894,Wed,0,11,73,Howto & Style
28895,Mon,22,13,15,Comedy
28896,Tue,16,12,41,Music
28897,Wed,12,11,34,Science & Technology
28898,Tue,13,12,59,Film & Animation
28899,Tue,16,12,37,Entertainment
28900,Mon,14,13,37,Music
28901,Mon,21,13,41,People & Blogs
28902,Tue,3,12,77,Sports
28903,Mon,19,13,43,Music
28904,Mon,17,13,69,Comedy
28905,Mon,13,13,38,Education
28906,Sun,20,14,25,Howto & Style
28907,Mon,3,13,72,Entertainment
28908,Sun,22,14,55,Entertainment
28909,Sat,23,15,64,News & Politics
28910,Sun,14,14,27,Entertainment
28911,Sun,22,14,43,Howto & Style
28912,Mon,12,13,42,Autos & Vehicles
28913,Sun,16,14,51,Music
28914,Sat,18,15,63,People & Blogs
28915,Sun,14,14,55,Entertainment
28916,Fri,18,16,25,Film & Animation
28917,Sat,20,15,59,Sports
28918,Sat,13,15,71,Entertainment
28919,Fri,3,16,46,Music
28920,Sat,17,15,37,Howto & Style
28921,Sat,16,15,59,Education
28922,Mon,18,20,36,Music
28923,Sat,7,15,67,Music
28924,Fri,15,16,31,Entertainment
28925,Fri,19,16,36,Entertainment
28926,Fri,0,16,40,Entertainment
28927,Fri,4,16,70,Music
28928,Fri,14,16,26,Music
28929,Fri,5,16,43,Sports
28930,Fri,18,16,44,Howto & Style
28931,Thu,12,17,96,Entertainment
28932,Thu,18,17,30,Entertainment
28933,Thu,23,17,29,Music
28934,Thu,22,17,57,Howto & Style
28935,Thu,19,17,38,People & Blogs
28936,Thu,20,17,44,Science & Technology
28937,Fri,0,16,61,Entertainment
28938,Thu,20,17,41,Entertainment
28939,Thu,14,17,47,Music
28940,Fri,4,16,53,Music
28941,Fri,4,16,55,Music
28942,Thu,15,17,46,Autos & Vehicles
28943,Thu,4,17,36,Music
28944,Thu,15,17,64,Entertainment
28945,Thu,12,17,28,People & Blogs
28946,Wed,17,18,77,Entertainment
28947,Wed,22,18,34,Entertainment
28948,Wed,23,18,23,Gaming
28949,Tue,15,19,75,Film & Animation
28950,Sun,15,1,49,Entertainment
28951,Sun,4,1,32,Entertainment
28952,Sun,17,1,49,Travel & Events
28953,Sun,19,1,59,Entertainment
28954,Sat,22,2,70,Comedy
28956,Sat,19,2,97,Entertainment
28957,Sat,15,2,95,Sports
28958,Sat,5,2,35,Music
28959,Sun,12,1,75,Sports
28960,Fri,12,3,30,Film & Animation
28961,Fri,23,3,47,Entertainment
28962,Sat,19,2,44,People & Blogs
28963,Sat,1,2,48,News & Politics
28964,Sat,21,2,42,Comedy
28965,Fri,16,3,89,Entertainment
28966,Fri,5,3,69,Music
28967,Fri,15,3,58,Entertainment
28968,Fri,14,3,37,Music
28969,Thu,16,4,46,Music
28970,Fri,14,3,28,Howto & Style
28971,Fri,20,3,36,People & Blogs
28972,Fri,12,3,59,People & Blogs
28973,Thu,13,4,36,News & Politics
28974,Sat,0,2,90,Sports
28975,Fri,12,3,13,Pets & Animals
28976,Thu,12,4,30,Music
28977,Fri,8,3,58,People & Blogs
28978,Fri,13,3,39,Entertainment
28979,Fri,7,3,45,People & Blogs
28980,Fri,9,3,36,Entertainment
28981,Sat,1,2,34,Sports
28982,Thu,16,4,33,Entertainment
28983,Fri,21,3,37,People & Blogs
28984,Fri,19,3,35,Music
28985,Fri,16,3,43,Science & Technology
28986,Fri,14,3,29,Education
28987,Thu,15,4,41,Music
28988,Thu,15,4,37,Education
28989,Fri,4,3,56,Music
28990,Thu,19,4,26,People & Blogs
28991,Thu,7,4,44,Sports
28992,Wed,21,5,34,Pets & Animals
28993,Thu,20,4,62,Science & Technology
28994,Thu,21,4,56,Shows
28995,Thu,10,4,72,Comedy
28996,Thu,15,4,62,Entertainment
28997,Thu,13,4,42,News & Politics
28998,Thu,12,4,27,Science & Technology
28999,Fri,4,3,28,Comedy
29000,Thu,12,4,34,Education
29001,Thu,21,4,34,Comedy
29002,Thu,16,4,30,People & Blogs
29003,Wed,19,5,70,Entertainment
29004,Wed,21,5,100,Sports
29005,Wed,18,5,23,Entertainment
29006,Thu,15,4,59,Howto & Style
29007,Wed,13,5,88,Music
29008,Tue,15,6,88,Entertainment
29009,Wed,16,5,59,Entertainment
29010,Wed,10,5,52,Music
29011,Wed,22,5,20,Howto & Style
29012,Thu,0,4,26,People & Blogs
29013,Tue,16,6,37,Music
29014,Thu,0,4,74,News & Politics
29015,Tue,13,6,58,Music
29016,Tue,15,6,53,Film & Animation
29017,Wed,18,5,55,Howto & Style
29018,Wed,13,5,71,Entertainment
29019,Tue,17,6,38,Film & Animation
29020,Wed,12,5,43,Entertainment
29021,Wed,15,5,19,Science & Technology
29022,Tue,17,6,45,Gaming
29023,Wed,5,5,40,Sports
29024,Mon,20,7,9,Film & Animation
29025,Mon,21,7,35,Sports
29026,Tue,1,6,26,Entertainment
29027,Mon,21,7,51,Howto & Style
29028,Tue,19,6,58,Entertainment
29029,Mon,8,7,23,Music
29030,Mon,0,7,40,Entertainment
29031,Mon,13,7,48,Education
29032,Mon,17,7,47,Comedy
29033,Mon,16,7,31,Comedy
29034,Tue,18,6,57,Travel & Events
29035,Mon,14,7,85,Entertainment
29036,Mon,10,7,29,Entertainment
29037,Mon,14,7,22,Science & Technology
29038,Sun,18,8,52,Film & Animation
29039,Mon,17,7,41,Howto & Style
29040,Mon,1,7,82,Entertainment
29041,Sun,22,8,32,Howto & Style
29042,Mon,14,7,96,Howto & Style
29043,Mon,0,7,70,Howto & Style
29044,Sun,21,8,33,Science & Technology
29045,Sun,17,8,57,Howto & Style
29046,Sat,2,9,21,Music
29047,Sun,12,8,53,Education
29048,Sun,9,8,59,People & Blogs
29049,Mon,15,7,43,Education
29050,Sun,14,8,58,Entertainment
29051,Sun,13,8,39,Entertainment
29052,Sun,23,8,33,People & Blogs
29053,Sun,0,8,50,Howto & Style
29054,Tue,12,6,57,Entertainment
29055,Mon,16,7,32,Music
29056,Sat,16,9,45,Entertainment
29057,Sat,21,9,38,Entertainment
29058,Sun,14,8,41,Autos & Vehicles
29059,Sat,20,9,65,Science & Technology
29060,Sat,21,9,62,Pets & Animals
29061,Sun,3,8,73,Sports
29062,Sat,14,9,48,Science & Technology
29063,Fri,18,10,59,Entertainment
29064,Fri,19,10,30,Comedy
29065,Sat,17,9,66,Education
29066,Sat,17,9,49,Howto & Style
29067,Fri,13,10,41,Music
29068,Fri,20,10,46,Entertainment
29069,Fri,14,10,51,Music
29070,Fri,4,10,80,Comedy
29071,Fri,4,10,48,Music
29072,Fri,21,10,73,Entertainment
29073,Fri,13,10,64,Film & Animation
29074,Fri,17,10,51,Howto & Style
29075,Fri,11,10,29,Pets & Animals
29076,Fri,19,10,38,News & Politics
29077,Thu,18,11,84,Film & Animation
29078,Fri,15,10,35,People & Blogs
29079,Thu,22,11,96,Howto & Style
29080,Thu,16,11,34,Science & Technology
29081,Thu,15,11,60,Howto & Style
29082,Thu,11,11,27,Comedy
29083,Thu,16,11,44,Music
29084,Thu,16,11,39,Film & Animation
29085,Wed,23,12,39,News & Politics
29086,Thu,7,11,66,Entertainment
29087,Fri,0,10,71,Entertainment
29088,Thu,15,11,56,Music
29089,Wed,16,12,50,Comedy
29090,Wed,21,12,25,Film & Animation
29091,Wed,23,12,42,Comedy
29092,Wed,18,12,40,People & Blogs
29093,Wed,18,12,35,Comedy
29094,Wed,10,12,36,People & Blogs
29095,Wed,21,12,32,Comedy
29096,Wed,22,12,52,Howto & Style
29097,Wed,5,12,79,News & Politics
29098,Thu,1,11,36,Howto & Style
29099,Wed,1,12,36,Film & Animation
29100,Wed,6,12,49,People & Blogs
29101,Wed,9,12,23,Music
29102,Thu,0,11,25,People & Blogs
29103,Wed,0,12,73,Howto & Style
29104,Tue,16,13,41,Music
29105,Mon,22,14,15,Comedy
29106,Wed,12,12,34,Science & Technology
29107,Tue,13,13,59,Film & Animation
29108,Tue,16,13,37,Entertainment
29109,Mon,14,14,37,Music
29110,Mon,21,14,41,People & Blogs
29111,Mon,19,14,43,Music
29112,Mon,17,14,69,Comedy
29113,Mon,13,14,38,Education
29114,Sun,20,15,25,Howto & Style
29115,Mon,3,14,72,Entertainment
29116,Sun,22,15,55,Entertainment
29117,Sat,23,16,64,News & Politics
29118,Sun,14,15,27,Entertainment
29119,Sun,22,15,43,Howto & Style
29120,Mon,12,14,42,Autos & Vehicles
29121,Sun,16,15,51,Music
29122,Sat,18,16,63,People & Blogs
29123,Sun,14,15,55,Entertainment
29124,Fri,18,17,25,Film & Animation
29125,Sat,20,16,59,Sports
29126,Sat,13,16,71,Entertainment
29127,Fri,3,17,46,Music
29128,Sat,17,16,37,Howto & Style
29129,Sat,16,16,59,Education
29130,Sat,7,16,67,Music
29131,Mon,18,21,36,Music
29132,Fri,15,17,31,Entertainment
29133,Fri,19,17,36,Entertainment
29134,Fri,0,17,40,Entertainment
29135,Fri,4,17,70,Music
29136,Fri,14,17,26,Music
29137,Fri,5,17,43,Sports
29138,Fri,18,17,44,Howto & Style
29139,Thu,12,18,96,Entertainment
29140,Thu,18,18,30,Entertainment
29141,Thu,23,18,29,Music
29142,Thu,22,18,57,Howto & Style
29143,Thu,19,18,38,People & Blogs
29144,Thu,20,18,44,Science & Technology
29145,Fri,0,17,61,Entertainment
29146,Thu,20,18,41,Entertainment
29147,Thu,14,18,47,Music
29148,Fri,4,17,53,Music
29149,Fri,4,17,55,Music
29150,Mon,11,1,33,Howto & Style
29151,Mon,10,1,21,Entertainment
29152,Mon,15,1,49,People & Blogs
29153,Sun,21,2,36,Entertainment
29154,Sun,15,2,49,Entertainment
29155,Mon,0,1,44,Howto & Style
29156,Sun,15,2,74,People & Blogs
29157,Mon,1,1,91,Entertainment
29158,Mon,15,1,46,Education
29159,Mon,14,1,45,Entertainment
29160,Mon,17,1,27,Howto & Style
29161,Sun,17,2,49,Travel & Events
29162,Sun,4,2,32,Entertainment
29163,Sun,19,2,59,Entertainment
29164,Sun,20,2,43,Science & Technology
29165,Sat,23,3,64,Science & Technology
29166,Sat,19,3,97,Entertainment
29167,Sat,22,3,70,Comedy
29168,Sat,15,3,95,Sports
29169,Sun,21,2,47,Howto & Style
29170,Sat,5,3,35,Music
29171,Sun,12,2,75,Sports
29172,Sun,16,2,42,Entertainment
29173,Fri,12,4,30,Film & Animation
29174,Sat,19,3,44,People & Blogs
29175,Fri,23,4,53,Entertainment
29176,Sat,1,3,48,News & Politics
29177,Sat,21,3,42,Comedy
29178,Fri,16,4,89,Entertainment
29179,Fri,5,4,66,Music
29180,Fri,15,4,58,Entertainment
29181,Fri,14,4,37,Music
29182,Thu,16,5,46,Music
29183,Fri,14,4,28,Howto & Style
29184,Fri,20,4,36,People & Blogs
29185,Fri,16,4,97,Entertainment
29186,Fri,12,4,59,People & Blogs
29187,Thu,13,5,36,News & Politics
29188,Sat,0,3,90,Sports
29189,Fri,12,4,13,Pets & Animals
29190,Thu,12,5,30,Music
29191,Fri,8,4,58,People & Blogs
29192,Fri,13,4,39,Entertainment
29193,Fri,9,4,36,Entertainment
29194,Fri,7,4,45,People & Blogs
29195,Sat,1,3,34,Sports
29196,Thu,16,5,33,Entertainment
29197,Fri,16,4,43,Science & Technology
29198,Fri,21,4,37,People & Blogs
29199,Fri,19,4,35,Music
29200,Fri,14,4,31,Education
29201,Thu,15,5,41,Music
29202,Thu,15,5,37,Education
29203,Fri,4,4,56,Music
29204,Thu,20,5,62,Science & Technology
29205,Thu,19,5,26,People & Blogs
29206,Thu,7,5,44,Sports
29207,Thu,21,5,56,Shows
29208,Thu,10,5,72,Comedy
29209,Thu,15,5,62,Entertainment
29210,Thu,13,5,42,News & Politics
29211,Wed,21,6,34,Pets & Animals
29212,Thu,12,5,27,Science & Technology
29213,Thu,21,5,34,Comedy
29214,Fri,4,4,28,Comedy
29215,Thu,12,5,34,Education
29216,Thu,16,5,30,People & Blogs
29217,Wed,21,6,100,Sports
29218,Wed,19,6,70,Entertainment
29219,Thu,15,5,59,Howto & Style
29220,Wed,13,6,88,Music
29221,Wed,18,6,23,Entertainment
29222,Tue,15,7,88,Entertainment
29223,Wed,16,6,59,Entertainment
29224,Wed,10,6,52,Music
29225,Wed,22,6,20,Howto & Style
29226,Thu,0,5,26,People & Blogs
29227,Tue,16,7,37,Music
29228,Tue,13,7,58,Music
29229,Thu,0,5,74,News & Politics
29230,Tue,15,7,53,Film & Animation
29231,Wed,18,6,55,Howto & Style
29232,Wed,13,6,71,Entertainment
29233,Tue,17,7,38,Film & Animation
29234,Wed,12,6,43,Entertainment
29235,Wed,15,6,19,Science & Technology
29236,Tue,17,7,45,Gaming
29237,Mon,21,8,35,Sports
29238,Mon,20,8,9,Film & Animation
29239,Wed,5,6,56,Sports
29240,Tue,1,7,26,Entertainment
29241,Mon,21,8,51,Howto & Style
29242,Tue,19,7,58,Entertainment
29243,Mon,8,8,23,Music
29244,Mon,16,8,31,Comedy
29245,Mon,13,8,48,Education
29246,Mon,17,8,47,Comedy
29247,Mon,14,8,85,Entertainment
29248,Tue,18,7,57,Travel & Events
29249,Mon,14,8,22,Science & Technology
29250,Sun,18,9,52,Film & Animation
29251,Mon,17,8,41,Howto & Style
29252,Sun,22,9,32,Howto & Style
29253,Mon,14,8,96,Howto & Style
29254,Mon,0,8,70,Howto & Style
29255,Sat,2,10,21,Music
29256,Sun,17,9,57,Howto & Style
29257,Sun,12,9,53,Education
29258,Sun,9,9,59,People & Blogs
29259,Sun,13,9,39,Entertainment
29260,Sun,23,9,33,People & Blogs
29261,Tue,12,7,57,Entertainment
29262,Sat,16,10,45,Entertainment
29263,Mon,16,8,32,Music
29264,Sun,14,9,41,Autos & Vehicles
29265,Sat,20,10,65,Science & Technology
29266,Sat,21,10,62,Pets & Animals
29267,Sun,3,9,73,Sports
29268,Sat,14,10,48,Science & Technology
29269,Fri,18,11,59,Entertainment
29270,Fri,19,11,30,Comedy
29271,Fri,13,11,41,Music
29272,Sat,17,10,49,Howto & Style
29273,Sat,17,10,66,Education
29274,Fri,20,11,46,Entertainment
29275,Fri,14,11,51,Music
29276,Fri,4,11,80,Comedy
29277,Fri,4,11,48,Music
29278,Fri,21,11,73,Entertainment
29279,Fri,13,11,64,Film & Animation
29280,Fri,17,11,51,Howto & Style
29281,Fri,11,11,29,Pets & Animals
29282,Fri,19,11,38,News & Politics
29283,Thu,18,12,84,Film & Animation
29284,Fri,15,11,35,People & Blogs
29285,Thu,22,12,96,Howto & Style
29286,Thu,15,12,60,Howto & Style
29287,Thu,16,12,34,Science & Technology
29288,Thu,16,12,44,Music
29289,Thu,11,12,27,Comedy
29290,Thu,16,12,39,Film & Animation
29291,Wed,23,13,39,News & Politics
29292,Thu,7,12,66,Entertainment
29293,Thu,15,12,56,Music
29294,Wed,16,13,50,Comedy
29295,Wed,21,13,25,Film & Animation
29296,Wed,23,13,42,Comedy
29297,Wed,18,13,40,People & Blogs
29298,Wed,18,13,35,Comedy
29299,Wed,10,13,36,People & Blogs
29300,Wed,21,13,32,Comedy
29301,Wed,22,13,52,Howto & Style
29302,Wed,5,13,79,News & Politics
29303,Thu,1,12,36,Howto & Style
29304,Wed,1,13,36,Film & Animation
29305,Wed,6,13,49,People & Blogs
29306,Wed,9,13,23,Music
29307,Thu,0,12,25,People & Blogs
29308,Wed,0,13,73,Howto & Style
29309,Tue,16,14,41,Music
29310,Mon,22,15,15,Comedy
29311,Tue,13,14,59,Film & Animation
29312,Tue,16,14,37,Entertainment
29313,Mon,14,15,37,Music
29314,Mon,21,15,41,People & Blogs
29315,Mon,19,15,43,Music
29316,Mon,17,15,69,Comedy
29317,Sun,20,16,25,Howto & Style
29318,Mon,3,15,72,Entertainment
29319,Sun,22,16,55,Entertainment
29320,Sat,23,17,64,News & Politics
29321,Sun,22,16,43,Howto & Style
29322,Mon,12,15,42,Autos & Vehicles
29323,Sun,16,16,51,Music
29324,Sat,18,17,63,People & Blogs
29325,Sun,14,16,55,Entertainment
29326,Fri,18,18,25,Film & Animation
29327,Sat,20,17,59,Sports
29328,Sat,13,17,71,Entertainment
29329,Fri,3,18,46,Music
29330,Sat,17,17,37,Howto & Style
29331,Sat,16,17,59,Education
29332,Sat,7,17,67,Music
29333,Mon,18,22,36,Music
29334,Fri,15,18,31,Entertainment
29335,Fri,19,18,36,Entertainment
29336,Fri,0,18,40,Entertainment
29337,Fri,4,18,70,Music
29338,Fri,14,18,26,Music
29339,Fri,5,18,43,Sports
29340,Fri,18,18,44,Howto & Style
29341,Thu,12,19,96,Entertainment
29342,Thu,18,19,30,Entertainment
29343,Thu,23,19,29,Music
29344,Thu,22,19,57,Howto & Style
29345,Thu,19,19,38,People & Blogs
29346,Thu,20,19,44,Science & Technology
29347,Fri,0,18,61,Entertainment
29348,Thu,20,19,41,Entertainment
29349,Thu,14,19,47,Music
29350,Tue,19,1,82,Gaming
29351,Tue,13,1,64,Entertainment
29352,Mon,11,2,33,Howto & Style
29353,Tue,14,1,91,Sports
29354,Tue,3,1,67,Sports
29355,Mon,19,2,32,Film & Animation
29356,Mon,15,2,49,People & Blogs
29357,Mon,10,2,21,Entertainment
29358,Mon,12,2,51,Entertainment
29359,Mon,15,2,46,Education
29360,Sun,21,3,36,Entertainment
29361,Sun,15,3,49,Entertainment
29362,Sun,15,3,74,People & Blogs
29363,Tue,14,1,57,Music
29364,Mon,0,2,44,Howto & Style
29365,Mon,1,2,91,Entertainment
29366,Mon,14,2,45,Entertainment
29367,Mon,17,2,27,Howto & Style
29368,Mon,16,2,34,Music
29369,Sun,17,3,49,Travel & Events
29370,Mon,17,2,10,Science & Technology
29371,Sun,4,3,32,Entertainment
29372,Mon,4,2,44,Music
29373,Sun,19,3,59,Entertainment
29374,Mon,16,2,77,Entertainment
29375,Sun,20,3,43,Science & Technology
29376,Sun,19,3,54,Howto & Style
29377,Sat,23,4,64,Science & Technology
29378,Sat,19,4,97,Entertainment
29379,Sat,22,4,70,Comedy
29380,Sat,15,4,95,Sports
29381,Sun,21,3,47,Howto & Style
